,subject,problem,group,choice,samplesize,Lx0,Lp0,Lf0,Lx1,Lp1,Lf1,Hx0,Hp0,Hf0,Hx1,Hp1,Hf1
0,0,0,0,1,101,-0.3,0.96,0.982,-2.1,0.04,0.018,-0.3,1.0,1.0,0.0,0.0,0.0
1,1,0,0,1,101,-0.3,0.96,0.922,-2.1,0.04,0.078,-0.3,1.0,1.0,0.0,0.0,0.0
2,2,0,0,0,101,-0.3,0.96,0.982,-2.1,0.04,0.018,-0.3,1.0,1.0,0.0,0.0,0.0
3,3,0,0,1,101,-0.3,0.96,0.981,-2.1,0.04,0.019,-0.3,1.0,1.0,0.0,0.0,0.0
4,4,0,0,0,101,-0.3,0.96,1.0,-2.1,0.04,0.0,-0.3,1.0,1.0,0.0,0.0,0.0
5,5,0,0,0,101,-0.3,0.96,0.973,-2.1,0.04,0.027,-0.3,1.0,1.0,0.0,0.0,0.0
6,6,0,0,1,101,-0.3,0.96,0.966,-2.1,0.04,0.034,-0.3,1.0,1.0,0.0,0.0,0.0
7,7,0,0,0,101,-0.3,0.96,0.918,-2.1,0.04,0.082,-0.3,1.0,1.0,0.0,0.0,0.0
8,8,0,0,0,101,-0.3,0.96,0.938,-2.1,0.04,0.062,-0.3,1.0,1.0,0.0,0.0,0.0
9,9,0,0,0,101,-0.3,0.96,0.939,-2.1,0.04,0.061,-0.3,1.0,1.0,0.0,0.0,0.0
10,10,0,0,0,101,-0.3,0.96,0.964,-2.1,0.04,0.036,-0.3,1.0,1.0,0.0,0.0,0.0
11,11,0,0,1,101,-0.3,0.96,0.94,-2.1,0.04,0.06,-0.3,1.0,1.0,0.0,0.0,0.0
12,12,0,0,0,101,-0.3,0.96,0.961,-2.1,0.04,0.039,-0.3,1.0,1.0,0.0,0.0,0.0
13,13,0,0,0,101,-0.3,0.96,0.94,-2.1,0.04,0.06,-0.3,1.0,1.0,0.0,0.0,0.0
14,14,0,0,0,101,-0.3,0.96,0.94,-2.1,0.04,0.06,-0.3,1.0,1.0,0.0,0.0,0.0
15,15,0,0,1,101,-0.3,0.96,0.979,-2.1,0.04,0.021,-0.3,1.0,1.0,0.0,0.0,0.0
16,16,0,0,1,101,-0.3,0.96,0.944,-2.1,0.04,0.056,-0.3,1.0,1.0,0.0,0.0,0.0
17,17,0,0,1,101,-0.3,0.96,0.958,-2.1,0.04,0.042,-0.3,1.0,1.0,0.0,0.0,0.0
18,18,0,0,1,101,-0.3,0.96,0.964,-2.1,0.04,0.036,-0.3,1.0,1.0,0.0,0.0,0.0
19,19,0,0,1,101,-0.3,0.96,0.981,-2.1,0.04,0.019,-0.3,1.0,1.0,0.0,0.0,0.0
20,0,1,0,0,101,-0.9,0.95,0.981,-4.2,0.05,0.019,-1.0,1.0,1.0,0.0,0.0,0.0
21,1,1,0,1,101,-0.9,0.95,0.982,-4.2,0.05,0.018,-1.0,1.0,1.0,0.0,0.0,0.0
22,2,1,0,0,101,-0.9,0.95,0.964,-4.2,0.05,0.036,-1.0,1.0,1.0,0.0,0.0,0.0
23,3,1,0,1,101,-0.9,0.95,0.98,-4.2,0.05,0.02,-1.0,1.0,1.0,0.0,0.0,0.0
24,4,1,0,0,101,-0.9,0.95,0.958,-4.2,0.05,0.042,-1.0,1.0,1.0,0.0,0.0,0.0
25,5,1,0,0,101,-0.9,0.95,0.961,-4.2,0.05,0.039,-1.0,1.0,1.0,0.0,0.0,0.0
26,6,1,0,0,101,-0.9,0.95,0.959,-4.2,0.05,0.041,-1.0,1.0,1.0,0.0,0.0,0.0
27,7,1,0,0,101,-0.9,0.95,0.944,-4.2,0.05,0.056,-1.0,1.0,1.0,0.0,0.0,0.0
28,8,1,0,0,101,-0.9,0.95,0.96,-4.2,0.05,0.04,-1.0,1.0,1.0,0.0,0.0,0.0
29,9,1,0,0,101,-0.9,0.95,0.96,-4.2,0.05,0.04,-1.0,1.0,1.0,0.0,0.0,0.0
30,10,1,0,0,101,-0.9,0.95,0.926,-4.2,0.05,0.074,-1.0,1.0,1.0,0.0,0.0,0.0
31,11,1,0,1,101,-0.9,0.95,0.964,-4.2,0.05,0.036,-1.0,1.0,1.0,0.0,0.0,0.0
32,12,1,0,1,101,-0.9,0.95,0.982,-4.2,0.05,0.018,-1.0,1.0,1.0,0.0,0.0,0.0
33,13,1,0,1,101,-0.9,0.95,0.949,-4.2,0.05,0.051,-1.0,1.0,1.0,0.0,0.0,0.0
34,14,1,0,0,101,-0.9,0.95,0.86,-4.2,0.05,0.14,-1.0,1.0,1.0,0.0,0.0,0.0
35,15,1,0,1,101,-0.9,0.95,0.935,-4.2,0.05,0.065,-1.0,1.0,1.0,0.0,0.0,0.0
36,16,1,0,1,101,-0.9,0.95,0.98,-4.2,0.05,0.02,-1.0,1.0,1.0,0.0,0.0,0.0
37,17,1,0,1,101,-0.9,0.95,0.902,-4.2,0.05,0.098,-1.0,1.0,1.0,0.0,0.0,0.0
38,18,1,0,0,101,-0.9,0.95,0.982,-4.2,0.05,0.018,-1.0,1.0,1.0,0.0,0.0,0.0
39,19,1,0,0,101,-0.9,0.95,0.941,-4.2,0.05,0.059,-1.0,1.0,1.0,0.0,0.0,0.0
40,0,2,0,1,101,-6.3,0.3,0.308,-15.2,0.7,0.692,-12.2,1.0,1.0,0.0,0.0,0.0
41,1,2,0,1,101,-6.3,0.3,0.3,-15.2,0.7,0.7,-12.2,1.0,1.0,0.0,0.0,0.0
42,2,2,0,1,101,-6.3,0.3,0.333,-15.2,0.7,0.667,-12.2,1.0,1.0,0.0,0.0,0.0
43,3,2,0,1,101,-6.3,0.3,0.34,-15.2,0.7,0.66,-12.2,1.0,1.0,0.0,0.0,0.0
44,4,2,0,1,101,-6.3,0.3,0.184,-15.2,0.7,0.816,-12.2,1.0,1.0,0.0,0.0,0.0
45,5,2,0,1,101,-6.3,0.3,0.2,-15.2,0.7,0.8,-12.2,1.0,1.0,0.0,0.0,0.0
46,6,2,0,1,101,-6.3,0.3,0.208,-15.2,0.7,0.792,-12.2,1.0,1.0,0.0,0.0,0.0
47,7,2,0,1,101,-6.3,0.3,0.434,-15.2,0.7,0.566,-12.2,1.0,1.0,0.0,0.0,0.0
48,8,2,0,1,101,-6.3,0.3,0.364,-15.2,0.7,0.636,-12.2,1.0,1.0,0.0,0.0,0.0
49,9,2,0,1,101,-6.3,0.3,0.294,-15.2,0.7,0.706,-12.2,1.0,1.0,0.0,0.0,0.0
50,10,2,0,1,101,-6.3,0.3,0.244,-15.2,0.7,0.756,-12.2,1.0,1.0,0.0,0.0,0.0
51,11,2,0,1,101,-6.3,0.3,0.265,-15.2,0.7,0.735,-12.2,1.0,1.0,0.0,0.0,0.0
52,12,2,0,1,101,-6.3,0.3,0.259,-15.2,0.7,0.741,-12.2,1.0,1.0,0.0,0.0,0.0
53,13,2,0,0,101,-6.3,0.3,0.464,-15.2,0.7,0.536,-12.2,1.0,1.0,0.0,0.0,0.0
54,14,2,0,1,101,-6.3,0.3,0.408,-15.2,0.7,0.592,-12.2,1.0,1.0,0.0,0.0,0.0
55,15,2,0,1,101,-6.3,0.3,0.216,-15.2,0.7,0.784,-12.2,1.0,1.0,0.0,0.0,0.0
56,16,2,0,1,101,-6.3,0.3,0.326,-15.2,0.7,0.674,-12.2,1.0,1.0,0.0,0.0,0.0
57,17,2,0,1,101,-6.3,0.3,0.333,-15.2,0.7,0.667,-12.2,1.0,1.0,0.0,0.0,0.0
58,18,2,0,1,101,-6.3,0.3,0.317,-15.2,0.7,0.683,-12.2,1.0,1.0,0.0,0.0,0.0
59,19,2,0,1,101,-6.3,0.3,0.2,-15.2,0.7,0.8,-12.2,1.0,1.0,0.0,0.0,0.0
60,0,3,0,0,101,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.286,-29.2,0.8,0.714
61,1,3,0,0,101,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.176,-29.2,0.8,0.824
62,2,3,0,0,101,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.164,-29.2,0.8,0.836
63,3,3,0,0,101,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.224,-29.2,0.8,0.776
64,4,3,0,0,101,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.143,-29.2,0.8,0.857
65,5,3,0,1,101,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.389,-29.2,0.8,0.611
66,6,3,0,0,101,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.286,-29.2,0.8,0.714
67,7,3,0,0,101,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.263,-29.2,0.8,0.737
68,8,3,0,0,101,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.196,-29.2,0.8,0.804
69,9,3,0,0,101,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.245,-29.2,0.8,0.755
70,10,3,0,0,101,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.283,-29.2,0.8,0.717
