,subject,problem,group,choice,samplesize,Lx0,Lp0,Lf0,Lx1,Lp1,Lf1,Hx0,Hp0,Hf0,Hx1,Hp1,Hf1
0,0,0,0,1,51,-0.3,0.96,1.0,-2.1,0.04,0.0,-0.3,1.0,1.0,0.0,0.0,0.0
1,1,0,0,1,51,-0.3,0.96,1.0,-2.1,0.04,0.0,-0.3,1.0,1.0,0.0,0.0,0.0
2,2,0,0,1,51,-0.3,0.96,0.897,-2.1,0.04,0.103,-0.3,1.0,1.0,0.0,0.0,0.0
3,3,0,0,0,51,-0.3,0.96,0.964,-2.1,0.04,0.036,-0.3,1.0,1.0,0.0,0.0,0.0
4,4,0,0,0,51,-0.3,0.96,0.885,-2.1,0.04,0.115,-0.3,1.0,1.0,0.0,0.0,0.0
5,5,0,0,1,51,-0.3,0.96,0.967,-2.1,0.04,0.033,-0.3,1.0,1.0,0.0,0.0,0.0
6,6,0,0,0,51,-0.3,0.96,0.92,-2.1,0.04,0.08,-0.3,1.0,1.0,0.0,0.0,0.0
7,7,0,0,0,51,-0.3,0.96,1.0,-2.1,0.04,0.0,-0.3,1.0,1.0,0.0,0.0,0.0
8,8,0,0,1,51,-0.3,0.96,0.967,-2.1,0.04,0.033,-0.3,1.0,1.0,0.0,0.0,0.0
9,9,0,0,0,51,-0.3,0.96,1.0,-2.1,0.04,0.0,-0.3,1.0,1.0,0.0,0.0,0.0
10,10,0,0,1,51,-0.3,0.96,0.909,-2.1,0.04,0.091,-0.3,1.0,1.0,0.0,0.0,0.0
11,11,0,0,1,51,-0.3,0.96,0.95,-2.1,0.04,0.05,-0.3,1.0,1.0,0.0,0.0,0.0
12,12,0,0,1,51,-0.3,0.96,0.963,-2.1,0.04,0.037,-0.3,1.0,1.0,0.0,0.0,0.0
13,13,0,0,1,51,-0.3,0.96,0.96,-2.1,0.04,0.04,-0.3,1.0,1.0,0.0,0.0,0.0
14,14,0,0,1,51,-0.3,0.96,1.0,-2.1,0.04,0.0,-0.3,1.0,1.0,0.0,0.0,0.0
15,15,0,0,0,51,-0.3,0.96,1.0,-2.1,0.04,0.0,-0.3,1.0,1.0,0.0,0.0,0.0
16,16,0,0,1,51,-0.3,0.96,0.87,-2.1,0.04,0.13,-0.3,1.0,1.0,0.0,0.0,0.0
17,17,0,0,1,51,-0.3,0.96,1.0,-2.1,0.04,0.0,-0.3,1.0,1.0,0.0,0.0,0.0
18,18,0,0,0,51,-0.3,0.96,1.0,-2.1,0.04,0.0,-0.3,1.0,1.0,0.0,0.0,0.0
19,19,0,0,0,51,-0.3,0.96,0.955,-2.1,0.04,0.045,-0.3,1.0,1.0,0.0,0.0,0.0
20,0,1,0,1,51,-0.9,0.95,0.905,-4.2,0.05,0.095,-1.0,1.0,1.0,0.0,0.0,0.0
21,1,1,0,1,51,-0.9,0.95,0.958,-4.2,0.05,0.042,-1.0,1.0,1.0,0.0,0.0,0.0
