,subject,problem,group,choice,samplesize,Lx0,Lp0,Lf0,Lx1,Lp1,Lf1,Hx0,Hp0,Hf0,Hx1,Hp1,Hf1
0,0,0,0,0,210,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.8,0.782,0.0,0.2,0.218
1,1,0,0,0,390,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.8,0.799,0.0,0.2,0.201
2,2,0,0,0,121,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.8,0.741,0.0,0.2,0.259
3,3,0,0,0,203,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.8,0.781,0.0,0.2,0.219
4,4,0,0,0,47,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.8,0.654,0.0,0.2,0.346
5,5,0,0,0,209,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.8,0.782,0.0,0.2,0.218
6,6,0,0,0,104,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.8,0.754,0.0,0.2,0.246
7,7,0,0,0,337,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.8,0.797,0.0,0.2,0.203
8,8,0,0,0,48,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.8,0.654,0.0,0.2,0.346
9,9,0,0,0,342,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.8,0.798,0.0,0.2,0.202
10,10,0,0,0,421,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.8,0.8,0.0,0.2,0.2
11,11,0,0,0,193,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.8,0.78,0.0,0.2,0.22
12,12,0,0,0,85,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.8,0.721,0.0,0.2,0.279
13,13,0,0,0,537,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.8,0.804,0.0,0.2,0.196
14,14,0,0,1,206,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.8,0.86,0.0,0.2,0.14
15,15,0,0,0,185,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.8,0.768,0.0,0.2,0.232
