,subject,problem,group,choice,samplesize,Lx0,Lp0,Lf0,Lx1,Lp1,Lf1,Hx0,Hp0,Hf0,Hx1,Hp1,Hf1
0,0,0,0,1,51,-0.3,0.96,0.957,-2.1,0.04,0.043,-0.3,1.0,1.0,0.0,0.0,0.0
1,1,0,0,0,51,-0.3,0.96,0.964,-2.1,0.04,0.036,-0.3,1.0,1.0,0.0,0.0,0.0
2,2,0,0,0,51,-0.3,0.96,1.0,-2.1,0.04,0.0,-0.3,1.0,1.0,0.0,0.0,0.0
3,3,0,0,1,51,-0.3,0.96,0.962,-2.1,0.04,0.038,-0.3,1.0,1.0,0.0,0.0,0.0
4,4,0,0,0,51,-0.3,0.96,0.923,-2.1,0.04,0.077,-0.3,1.0,1.0,0.0,0.0,0.0
5,5,0,0,0,51,-0.3,0.96,1.0,-2.1,0.04,0.0,-0.3,1.0,1.0,0.0,0.0,0.0
6,6,0,0,1,51,-0.3,0.96,0.958,-2.1,0.04,0.042,-0.3,1.0,1.0,0.0,0.0,0.0
7,7,0,0,1,51,-0.3,0.96,0.826,-2.1,0.04,0.174,-0.3,1.0,1.0,0.0,0.0,0.0
8,8,0,0,0,51,-0.3,0.96,0.92,-2.1,0.04,0.08,-0.3,1.0,1.0,0.0,0.0,0.0
9,9,0,0,1,51,-0.3,0.96,0.917,-2.1,0.04,0.083,-0.3,1.0,1.0,0.0,0.0,0.0
10,10,0,0,0,51,-0.3,0.96,0.963,-2.1,0.04,0.037,-0.3,1.0,1.0,0.0,0.0,0.0
11,11,0,0,0,51,-0.3,0.96,1.0,-2.1,0.04,0.0,-0.3,1.0,1.0,0.0,0.0,0.0
12,12,0,0,1,51,-0.3,0.96,1.0,-2.1,0.04,0.0,-0.3,1.0,1.0,0.0,0.0,0.0
13,13,0,0,1,51,-0.3,0.96,0.964,-2.1,0.04,0.036,-0.3,1.0,1.0,0.0,0.0,0.0
14,14,0,0,0,51,-0.3,0.96,0.957,-2.1,0.04,0.043,-0.3,1.0,1.0,0.0,0.0,0.0
15,15,0,0,1,51,-0.3,0.96,0.958,-2.1,0.04,0.042,-0.3,1.0,1.0,0.0,0.0,0.0
16,16,0,0,1,51,-0.3,0.96,0.964,-2.1,0.04,0.036,-0.3,1.0,1.0,0.0,0.0,0.0
17,17,0,0,0,51,-0.3,0.96,0.969,-2.1,0.04,0.031,-0.3,1.0,1.0,0.0,0.0,0.0
18,18,0,0,1,51,-0.3,0.96,1.0,-2.1,0.04,0.0,-0.3,1.0,1.0,0.0,0.0,0.0
19,19,0,0,1,51,-0.3,0.96,1.0,-2.1,0.04,0.0,-0.3,1.0,1.0,0.0,0.0,0.0
20,0,1,0,0,51,-0.9,0.95,0.917,-4.2,0.05,0.083,-1.0,1.0,1.0,0.0,0.0,0.0
21,1,1,0,0,51,-0.9,0.95,1.0,-4.2,0.05,0.0,-1.0,1.0,1.0,0.0,0.0,0.0
22,2,1,0,1,51,-0.9,0.95,0.962,-4.2,0.05,0.038,-1.0,1.0,1.0,0.0,0.0,0.0
23,3,1,0,0,51,-0.9,0.95,0.96,-4.2,0.05,0.04,-1.0,1.0,1.0,0.0,0.0,0.0
24,4,1,0,0,51,-0.9,0.95,0.963,-4.2,0.05,0.037,-1.0,1.0,1.0,0.0,0.0,0.0
25,5,1,0,0,51,-0.9,0.95,0.955,-4.2,0.05,0.045,-1.0,1.0,1.0,0.0,0.0,0.0
26,6,1,0,0,51,-0.9,0.95,0.952,-4.2,0.05,0.048,-1.0,1.0,1.0,0.0,0.0,0.0
27,7,1,0,0,51,-0.9,0.95,0.96,-4.2,0.05,0.04,-1.0,1.0,1.0,0.0,0.0,0.0
28,8,1,0,0,51,-0.9,0.95,0.955,-4.2,0.05,0.045,-1.0,1.0,1.0,0.0,0.0,0.0
29,9,1,0,0,51,-0.9,0.95,0.926,-4.2,0.05,0.074,-1.0,1.0,1.0,0.0,0.0,0.0
30,10,1,0,1,51,-0.9,0.95,1.0,-4.2,0.05,0.0,-1.0,1.0,1.0,0.0,0.0,0.0
31,11,1,0,0,51,-0.9,0.95,0.889,-4.2,0.05,0.111,-1.0,1.0,1.0,0.0,0.0,0.0
32,12,1,0,1,51,-0.9,0.95,0.955,-4.2,0.05,0.045,-1.0,1.0,1.0,0.0,0.0,0.0
33,13,1,0,1,51,-0.9,0.95,0.962,-4.2,0.05,0.038,-1.0,1.0,1.0,0.0,0.0,0.0
34,14,1,0,0,51,-0.9,0.95,0.931,-4.2,0.05,0.069,-1.0,1.0,1.0,0.0,0.0,0.0
35,15,1,0,1,51,-0.9,0.95,0.87,-4.2,0.05,0.13,-1.0,1.0,1.0,0.0,0.0,0.0
36,16,1,0,0,51,-0.9,0.95,0.962,-4.2,0.05,0.038,-1.0,1.0,1.0,0.0,0.0,0.0
37,17,1,0,0,51,-0.9,0.95,0.962,-4.2,0.05,0.038,-1.0,1.0,1.0,0.0,0.0,0.0
38,18,1,0,0,51,-0.9,0.95,0.957,-4.2,0.05,0.043,-1.0,1.0,1.0,0.0,0.0,0.0
39,19,1,0,0,51,-0.9,0.95,1.0,-4.2,0.05,0.0,-1.0,1.0,1.0,0.0,0.0,0.0
40,0,2,0,1,51,-6.3,0.3,0.286,-15.2,0.7,0.714,-12.2,1.0,1.0,0.0,0.0,0.0
41,1,2,0,1,51,-6.3,0.3,0.24,-15.2,0.7,0.76,-12.2,1.0,1.0,0.0,0.0,0.0
42,2,2,0,0,51,-6.3,0.3,0.25,-15.2,0.7,0.75,-12.2,1.0,1.0,0.0,0.0,0.0
43,3,2,0,1,51,-6.3,0.3,0.286,-15.2,0.7,0.714,-12.2,1.0,1.0,0.0,0.0,0.0
44,4,2,0,1,51,-6.3,0.3,0.125,-15.2,0.7,0.875,-12.2,1.0,1.0,0.0,0.0,0.0
45,5,2,0,1,51,-6.3,0.3,0.308,-15.2,0.7,0.692,-12.2,1.0,1.0,0.0,0.0,0.0
46,6,2,0,1,51,-6.3,0.3,0.304,-15.2,0.7,0.696,-12.2,1.0,1.0,0.0,0.0,0.0
47,7,2,0,1,51,-6.3,0.3,0.308,-15.2,0.7,0.692,-12.2,1.0,1.0,0.0,0.0,0.0
48,8,2,0,1,51,-6.3,0.3,0.36,-15.2,0.7,0.64,-12.2,1.0,1.0,0.0,0.0,0.0
49,9,2,0,1,51,-6.3,0.3,0.348,-15.2,0.7,0.652,-12.2,1.0,1.0,0.0,0.0,0.0
50,10,2,0,1,51,-6.3,0.3,0.455,-15.2,0.7,0.545,-12.2,1.0,1.0,0.0,0.0,0.0
51,11,2,0,1,51,-6.3,0.3,0.333,-15.2,0.7,0.667,-12.2,1.0,1.0,0.0,0.0,0.0
