,subject,problem,group,choice,samplesize,Lx0,Lp0,Lf0,Lx1,Lp1,Lf1,Hx0,Hp0,Hf0,Hx1,Hp1,Hf1
0,0,0,0,1,68,-0.3,0.96,0.966,-2.1,0.04,0.034,-0.3,1.0,1.0,0.0,0.0,0.0
1,1,0,0,1,78,-0.3,0.96,0.974,-2.1,0.04,0.026,-0.3,1.0,1.0,0.0,0.0,0.0
2,2,0,0,1,48,-0.3,0.96,0.917,-2.1,0.04,0.083,-0.3,1.0,1.0,0.0,0.0,0.0
3,3,0,0,1,73,-0.3,0.96,0.971,-2.1,0.04,0.029,-0.3,1.0,1.0,0.0,0.0,0.0
4,4,0,0,1,32,-0.3,0.96,0.818,-2.1,0.04,0.182,-0.3,1.0,1.0,0.0,0.0,0.0
5,5,0,0,1,55,-0.3,0.96,0.931,-2.1,0.04,0.069,-0.3,1.0,1.0,0.0,0.0,0.0
6,6,0,0,1,155,-0.3,0.96,1.0,-2.1,0.04,0.0,-0.3,1.0,1.0,0.0,0.0,0.0
7,7,0,0,1,16,-0.3,0.96,0.75,-2.1,0.04,0.25,-0.3,1.0,1.0,0.0,0.0,0.0
8,8,0,0,1,32,-0.3,0.96,0.9,-2.1,0.04,0.1,-0.3,1.0,1.0,0.0,0.0,0.0
9,9,0,0,1,70,-0.3,0.96,0.968,-2.1,0.04,0.032,-0.3,1.0,1.0,0.0,0.0,0.0
10,10,0,0,1,40,-0.3,0.96,0.909,-2.1,0.04,0.091,-0.3,1.0,1.0,0.0,0.0,0.0
11,11,0,0,1,72,-0.3,0.96,0.97,-2.1,0.04,0.03,-0.3,1.0,1.0,0.0,0.0,0.0
12,12,0,0,1,78,-0.3,0.96,0.974,-2.1,0.04,0.026,-0.3,1.0,1.0,0.0,0.0,0.0
13,13,0,0,1,68,-0.3,0.96,0.966,-2.1,0.04,0.034,-0.3,1.0,1.0,0.0,0.0,0.0
14,14,0,0,1,127,-0.3,0.96,1.0,-2.1,0.04,0.0,-0.3,1.0,1.0,0.0,0.0,0.0
15,15,0,0,1,46,-0.3,0.96,0.905,-2.1,0.04,0.095,-0.3,1.0,1.0,0.0,0.0,0.0
16,16,0,0,1,40,-0.3,0.96,0.905,-2.1,0.04,0.095,-0.3,1.0,1.0,0.0,0.0,0.0
17,17,0,0,1,97,-0.3,0.96,0.981,-2.1,0.04,0.019,-0.3,1.0,1.0,0.0,0.0,0.0
18,18,0,0,1,59,-0.3,0.96,0.939,-2.1,0.04,0.061,-0.3,1.0,1.0,0.0,0.0,0.0
19,19,0,0,1,57,-0.3,0.96,0.95,-2.1,0.04,0.05,-0.3,1.0,1.0,0.0,0.0,0.0
20,0,1,0,1,27,-0.9,0.95,0.909,-4.2,0.05,0.091,-1.0,1.0,1.0,0.0,0.0,0.0
21,1,1,0,1,64,-0.9,0.95,0.972,-4.2,0.05,0.028,-1.0,1.0,1.0,0.0,0.0,0.0
22,2,1,0,1,43,-0.9,0.95,0.955,-4.2,0.05,0.045,-1.0,1.0,1.0,0.0,0.0,0.0
23,3,1,0,1,16,-0.9,0.95,0.75,-4.2,0.05,0.25,-1.0,1.0,1.0,0.0,0.0,0.0
24,4,1,0,1,33,-0.9,0.95,0.875,-4.2,0.05,0.125,-1.0,1.0,1.0,0.0,0.0,0.0
25,5,1,0,1,19,-0.9,0.95,0.833,-4.2,0.05,0.167,-1.0,1.0,1.0,0.0,0.0,0.0
26,6,1,0,1,40,-0.9,0.95,0.95,-4.2,0.05,0.05,-1.0,1.0,1.0,0.0,0.0,0.0
27,7,1,0,1,42,-0.9,0.95,0.952,-4.2,0.05,0.048,-1.0,1.0,1.0,0.0,0.0,0.0
28,8,1,0,1,94,-0.9,0.95,0.978,-4.2,0.05,0.022,-1.0,1.0,1.0,0.0,0.0,0.0
29,9,1,0,1,23,-0.9,0.95,0.818,-4.2,0.05,0.182,-1.0,1.0,1.0,0.0,0.0,0.0
30,10,1,0,1,37,-0.9,0.95,0.944,-4.2,0.05,0.056,-1.0,1.0,1.0,0.0,0.0,0.0
31,11,1,0,1,52,-0.9,0.95,0.962,-4.2,0.05,0.038,-1.0,1.0,1.0,0.0,0.0,0.0
32,12,1,0,1,23,-0.9,0.95,0.8,-4.2,0.05,0.2,-1.0,1.0,1.0,0.0,0.0,0.0
33,13,1,0,1,57,-0.9,0.95,0.968,-4.2,0.05,0.032,-1.0,1.0,1.0,0.0,0.0,0.0
34,14,1,0,1,34,-0.9,0.95,0.938,-4.2,0.05,0.062,-1.0,1.0,1.0,0.0,0.0,0.0
35,15,1,0,1,59,-0.9,0.95,0.968,-4.2,0.05,0.032,-1.0,1.0,1.0,0.0,0.0,0.0
36,16,1,0,1,37,-0.9,0.95,0.944,-4.2,0.05,0.056,-1.0,1.0,1.0,0.0,0.0,0.0
