,subject,problem,group,choice,samplesize,Lx0,Lp0,Lf0,Lx1,Lp1,Lf1,Hx0,Hp0,Hf0,Hx1,Hp1,Hf1
0,0,0,0,1,50,-0.3,0.96,0.938,-2.1,0.04,0.062,-0.3,1.0,1.0,0.0,0.0,0.0
1,1,0,0,1,139,-0.3,0.96,1.0,-2.1,0.04,0.0,-0.3,1.0,1.0,0.0,0.0,0.0
2,2,0,0,1,66,-0.3,0.96,0.931,-2.1,0.04,0.069,-0.3,1.0,1.0,0.0,0.0,0.0
3,3,0,0,1,56,-0.3,0.96,0.933,-2.1,0.04,0.067,-0.3,1.0,1.0,0.0,0.0,0.0
4,4,0,0,1,91,-0.3,0.96,0.98,-2.1,0.04,0.02,-0.3,1.0,1.0,0.0,0.0,0.0
5,5,0,0,1,80,-0.3,0.96,0.975,-2.1,0.04,0.025,-0.3,1.0,1.0,0.0,0.0,0.0
6,6,0,0,1,29,-0.3,0.96,0.867,-2.1,0.04,0.133,-0.3,1.0,1.0,0.0,0.0,0.0
7,7,0,0,1,63,-0.3,0.96,0.96,-2.1,0.04,0.04,-0.3,1.0,1.0,0.0,0.0,0.0
8,8,0,0,1,115,-0.3,0.96,0.986,-2.1,0.04,0.014,-0.3,1.0,1.0,0.0,0.0,0.0
9,9,0,0,1,84,-0.3,0.96,0.977,-2.1,0.04,0.023,-0.3,1.0,1.0,0.0,0.0,0.0
10,10,0,0,1,82,-0.3,0.96,0.976,-2.1,0.04,0.024,-0.3,1.0,1.0,0.0,0.0,0.0
11,11,0,0,1,29,-0.3,0.96,0.875,-2.1,0.04,0.125,-0.3,1.0,1.0,0.0,0.0,0.0
12,12,0,0,1,126,-0.3,0.96,0.985,-2.1,0.04,0.015,-0.3,1.0,1.0,0.0,0.0,0.0
13,13,0,0,1,60,-0.3,0.96,0.929,-2.1,0.04,0.071,-0.3,1.0,1.0,0.0,0.0,0.0
14,14,0,0,1,74,-0.3,0.96,0.971,-2.1,0.04,0.029,-0.3,1.0,1.0,0.0,0.0,0.0
15,15,0,0,1,66,-0.3,0.96,0.946,-2.1,0.04,0.054,-0.3,1.0,1.0,0.0,0.0,0.0
16,16,0,0,1,72,-0.3,0.96,0.968,-2.1,0.04,0.032,-0.3,1.0,1.0,0.0,0.0,0.0
17,17,0,0,1,109,-0.3,0.96,0.978,-2.1,0.04,0.022,-0.3,1.0,1.0,0.0,0.0,0.0
18,18,0,0,1,81,-0.3,0.96,0.976,-2.1,0.04,0.024,-0.3,1.0,1.0,0.0,0.0,0.0
19,19,0,0,1,74,-0.3,0.96,0.949,-2.1,0.04,0.051,-0.3,1.0,1.0,0.0,0.0,0.0
20,0,1,0,1,31,-0.9,0.95,0.929,-4.2,0.05,0.071,-1.0,1.0,1.0,0.0,0.0,0.0
21,1,1,0,1,92,-0.9,0.95,0.978,-4.2,0.05,0.022,-1.0,1.0,1.0,0.0,0.0,0.0
22,2,1,0,1,31,-0.9,0.95,0.895,-4.2,0.05,0.105,-1.0,1.0,1.0,0.0,0.0,0.0
23,3,1,0,1,34,-0.9,0.95,0.938,-4.2,0.05,0.062,-1.0,1.0,1.0,0.0,0.0,0.0
24,4,1,0,1,70,-0.9,0.95,0.971,-4.2,0.05,0.029,-1.0,1.0,1.0,0.0,0.0,0.0
25,5,1,0,1,12,-0.9,0.95,0.75,-4.2,0.05,0.25,-1.0,1.0,1.0,0.0,0.0,0.0
26,6,1,0,1,49,-0.9,0.95,0.955,-4.2,0.05,0.045,-1.0,1.0,1.0,0.0,0.0,0.0
