,subject,problem,group,choice,samplesize,Lx0,Lp0,Lf0,Lx1,Lp1,Lf1,Hx0,Hp0,Hf0,Hx1,Hp1,Hf1
0,0,0,0,1,200,-0.3,0.96,0.973,-2.1,0.04,0.027,-0.3,1.0,1.0,0.0,0.0,0.0
1,1,0,0,1,200,-0.3,0.96,0.967,-2.1,0.04,0.033,-0.3,1.0,1.0,0.0,0.0,0.0
2,2,0,0,1,153,-0.3,0.96,0.925,-2.1,0.04,0.075,-0.3,1.0,1.0,0.0,0.0,0.0
3,3,0,0,1,200,-0.3,0.96,0.963,-2.1,0.04,0.037,-0.3,1.0,1.0,0.0,0.0,0.0
4,4,0,0,1,200,-0.3,0.96,0.964,-2.1,0.04,0.036,-0.3,1.0,1.0,0.0,0.0,0.0
5,5,0,0,1,163,-0.3,0.96,0.937,-2.1,0.04,0.063,-0.3,1.0,1.0,0.0,0.0,0.0
6,6,0,0,1,200,-0.3,0.96,0.962,-2.1,0.04,0.038,-0.3,1.0,1.0,0.0,0.0,0.0
7,7,0,0,1,180,-0.3,0.96,0.942,-2.1,0.04,0.058,-0.3,1.0,1.0,0.0,0.0,0.0
8,8,0,0,1,200,-0.3,0.96,0.957,-2.1,0.04,0.043,-0.3,1.0,1.0,0.0,0.0,0.0
9,9,0,0,1,122,-0.3,0.96,0.905,-2.1,0.04,0.095,-0.3,1.0,1.0,0.0,0.0,0.0
10,10,0,0,1,200,-0.3,0.96,0.957,-2.1,0.04,0.043,-0.3,1.0,1.0,0.0,0.0,0.0
11,11,0,0,1,200,-0.3,0.96,0.981,-2.1,0.04,0.019,-0.3,1.0,1.0,0.0,0.0,0.0
12,12,0,0,1,200,-0.3,0.96,0.98,-2.1,0.04,0.02,-0.3,1.0,1.0,0.0,0.0,0.0
13,13,0,0,1,200,-0.3,0.96,0.978,-2.1,0.04,0.022,-0.3,1.0,1.0,0.0,0.0,0.0
14,14,0,0,1,200,-0.3,0.96,0.957,-2.1,0.04,0.043,-0.3,1.0,1.0,0.0,0.0,0.0
15,15,0,0,1,154,-0.3,0.96,0.929,-2.1,0.04,0.071,-0.3,1.0,1.0,0.0,0.0,0.0
16,16,0,0,1,200,-0.3,0.96,0.967,-2.1,0.04,0.033,-0.3,1.0,1.0,0.0,0.0,0.0
17,17,0,0,1,200,-0.3,0.96,0.981,-2.1,0.04,0.019,-0.3,1.0,1.0,0.0,0.0,0.0
18,18,0,0,1,200,-0.3,0.96,0.989,-2.1,0.04,0.011,-0.3,1.0,1.0,0.0,0.0,0.0
19,19,0,0,1,200,-0.3,0.96,0.958,-2.1,0.04,0.042,-0.3,1.0,1.0,0.0,0.0,0.0
20,0,1,0,1,200,-0.9,0.95,0.95,-4.2,0.05,0.05,-1.0,1.0,1.0,0.0,0.0,0.0
21,1,1,0,1,200,-0.9,0.95,0.961,-4.2,0.05,0.039,-1.0,1.0,1.0,0.0,0.0,0.0
22,2,1,0,1,166,-0.9,0.95,0.935,-4.2,0.05,0.065,-1.0,1.0,1.0,0.0,0.0,0.0
23,3,1,0,1,103,-0.9,0.95,0.894,-4.2,0.05,0.106,-1.0,1.0,1.0,0.0,0.0,0.0
24,4,1,0,1,200,-0.9,0.95,0.961,-4.2,0.05,0.039,-1.0,1.0,1.0,0.0,0.0,0.0
25,5,1,0,1,200,-0.9,0.95,0.964,-4.2,0.05,0.036,-1.0,1.0,1.0,0.0,0.0,0.0
26,6,1,0,1,200,-0.9,0.95,0.965,-4.2,0.05,0.035,-1.0,1.0,1.0,0.0,0.0,0.0
27,7,1,0,1,200,-0.9,0.95,0.97,-4.2,0.05,0.03,-1.0,1.0,1.0,0.0,0.0,0.0
28,8,1,0,1,200,-0.9,0.95,0.959,-4.2,0.05,0.041,-1.0,1.0,1.0,0.0,0.0,0.0
29,9,1,0,1,200,-0.9,0.95,0.969,-4.2,0.05,0.031,-1.0,1.0,1.0,0.0,0.0,0.0
30,10,1,0,1,146,-0.9,0.95,0.924,-4.2,0.05,0.076,-1.0,1.0,1.0,0.0,0.0,0.0
31,11,1,0,1,200,-0.9,0.95,0.969,-4.2,0.05,0.031,-1.0,1.0,1.0,0.0,0.0,0.0
32,12,1,0,1,154,-0.9,0.95,0.922,-4.2,0.05,0.078,-1.0,1.0,1.0,0.0,0.0,0.0
33,13,1,0,1,200,-0.9,0.95,0.969,-4.2,0.05,0.031,-1.0,1.0,1.0,0.0,0.0,0.0
34,14,1,0,1,200,-0.9,0.95,0.977,-4.2,0.05,0.023,-1.0,1.0,1.0,0.0,0.0,0.0
35,15,1,0,1,200,-0.9,0.95,0.949,-4.2,0.05,0.051,-1.0,1.0,1.0,0.0,0.0,0.0
36,16,1,0,1,181,-0.9,0.95,0.934,-4.2,0.05,0.066,-1.0,1.0,1.0,0.0,0.0,0.0
37,17,1,0,1,200,-0.9,0.95,0.966,-4.2,0.05,0.034,-1.0,1.0,1.0,0.0,0.0,0.0
38,18,1,0,1,200,-0.9,0.95,0.953,-4.2,0.05,0.047,-1.0,1.0,1.0,0.0,0.0,0.0
39,19,1,0,1,200,-0.9,0.95,0.96,-4.2,0.05,0.04,-1.0,1.0,1.0,0.0,0.0,0.0
40,0,2,0,1,32,-6.3,0.3,0.267,-15.2,0.7,0.733,-12.2,1.0,1.0,0.0,0.0,0.0
41,1,2,0,1,23,-6.3,0.3,0.2,-15.2,0.7,0.8,-12.2,1.0,1.0,0.0,0.0,0.0
42,2,2,0,1,16,-6.3,0.3,0.125,-15.2,0.7,0.875,-12.2,1.0,1.0,0.0,0.0,0.0
43,3,2,0,1,81,-6.3,0.3,0.325,-15.2,0.7,0.675,-12.2,1.0,1.0,0.0,0.0,0.0
44,4,2,0,1,8,-6.3,0.3,0.0,-15.2,0.7,1.0,-12.2,1.0,1.0,0.0,0.0,0.0
45,5,2,0,1,26,-6.3,0.3,0.25,-15.2,0.7,0.75,-12.2,1.0,1.0,0.0,0.0,0.0
46,6,2,0,1,19,-6.3,0.3,0.143,-15.2,0.7,0.857,-12.2,1.0,1.0,0.0,0.0,0.0
47,7,2,0,1,19,-6.3,0.3,0.2,-15.2,0.7,0.8,-12.2,1.0,1.0,0.0,0.0,0.0
48,8,2,0,1,13,-6.3,0.3,0.125,-15.2,0.7,0.875,-12.2,1.0,1.0,0.0,0.0,0.0
49,9,2,0,1,6,-6.3,0.3,0.0,-15.2,0.7,1.0,-12.2,1.0,1.0,0.0,0.0,0.0
50,10,2,0,1,24,-6.3,0.3,0.25,-15.2,0.7,0.75,-12.2,1.0,1.0,0.0,0.0,0.0
51,11,2,0,0,26,-6.3,0.3,0.5,-15.2,0.7,0.5,-12.2,1.0,1.0,0.0,0.0,0.0
