,subject,problem,group,choice,samplesize,Lx0,Lp0,Lf0,Lx1,Lp1,Lf1,Hx0,Hp0,Hf0,Hx1,Hp1,Hf1
0,0,0,0,1,95,-0.3,0.96,0.981,-2.1,0.04,0.019,-0.3,1.0,1.0,0.0,0.0,0.0
1,1,0,0,1,75,-0.3,0.96,0.972,-2.1,0.04,0.028,-0.3,1.0,1.0,0.0,0.0,0.0
2,2,0,0,1,41,-0.3,0.96,0.905,-2.1,0.04,0.095,-0.3,1.0,1.0,0.0,0.0,0.0
3,3,0,0,1,88,-0.3,0.96,0.976,-2.1,0.04,0.024,-0.3,1.0,1.0,0.0,0.0,0.0
4,4,0,0,1,42,-0.3,0.96,0.905,-2.1,0.04,0.095,-0.3,1.0,1.0,0.0,0.0,0.0
5,5,0,0,1,72,-0.3,0.96,0.97,-2.1,0.04,0.03,-0.3,1.0,1.0,0.0,0.0,0.0
6,6,0,0,1,81,-0.3,0.96,0.974,-2.1,0.04,0.026,-0.3,1.0,1.0,0.0,0.0,0.0
7,7,0,0,1,83,-0.3,0.96,0.955,-2.1,0.04,0.045,-0.3,1.0,1.0,0.0,0.0,0.0
8,8,0,0,1,50,-0.3,0.96,0.926,-2.1,0.04,0.074,-0.3,1.0,1.0,0.0,0.0,0.0
9,9,0,0,1,75,-0.3,0.96,0.972,-2.1,0.04,0.028,-0.3,1.0,1.0,0.0,0.0,0.0
10,10,0,0,1,121,-0.3,0.96,0.974,-2.1,0.04,0.026,-0.3,1.0,1.0,0.0,0.0,0.0
11,11,0,0,1,79,-0.3,0.96,0.974,-2.1,0.04,0.026,-0.3,1.0,1.0,0.0,0.0,0.0
12,12,0,0,1,115,-0.3,0.96,1.0,-2.1,0.04,0.0,-0.3,1.0,1.0,0.0,0.0,0.0
13,13,0,0,1,52,-0.3,0.96,0.913,-2.1,0.04,0.087,-0.3,1.0,1.0,0.0,0.0,0.0
14,14,0,0,1,78,-0.3,0.96,0.952,-2.1,0.04,0.048,-0.3,1.0,1.0,0.0,0.0,0.0
15,15,0,0,1,51,-0.3,0.96,0.931,-2.1,0.04,0.069,-0.3,1.0,1.0,0.0,0.0,0.0
16,16,0,0,1,45,-0.3,0.96,0.905,-2.1,0.04,0.095,-0.3,1.0,1.0,0.0,0.0,0.0
17,17,0,0,1,40,-0.3,0.96,0.913,-2.1,0.04,0.087,-0.3,1.0,1.0,0.0,0.0,0.0
18,18,0,0,1,74,-0.3,0.96,0.971,-2.1,0.04,0.029,-0.3,1.0,1.0,0.0,0.0,0.0
19,19,0,0,1,23,-0.3,0.96,0.818,-2.1,0.04,0.182,-0.3,1.0,1.0,0.0,0.0,0.0
20,0,1,0,1,32,-0.9,0.95,0.875,-4.2,0.05,0.125,-1.0,1.0,1.0,0.0,0.0,0.0
21,1,1,0,1,70,-0.9,0.95,0.975,-4.2,0.05,0.025,-1.0,1.0,1.0,0.0,0.0,0.0
22,2,1,0,1,66,-0.9,0.95,0.962,-4.2,0.05,0.038,-1.0,1.0,1.0,0.0,0.0,0.0
23,3,1,0,1,40,-0.9,0.95,0.95,-4.2,0.05,0.05,-1.0,1.0,1.0,0.0,0.0,0.0
24,4,1,0,1,111,-0.9,0.95,0.984,-4.2,0.05,0.016,-1.0,1.0,1.0,0.0,0.0,0.0
25,5,1,0,1,63,-0.9,0.95,0.971,-4.2,0.05,0.029,-1.0,1.0,1.0,0.0,0.0,0.0
26,6,1,0,1,74,-0.9,0.95,0.974,-4.2,0.05,0.026,-1.0,1.0,1.0,0.0,0.0,0.0
27,7,1,0,1,38,-0.9,0.95,0.905,-4.2,0.05,0.095,-1.0,1.0,1.0,0.0,0.0,0.0
28,8,1,0,1,52,-0.9,0.95,0.964,-4.2,0.05,0.036,-1.0,1.0,1.0,0.0,0.0,0.0
29,9,1,0,1,39,-0.9,0.95,0.947,-4.2,0.05,0.053,-1.0,1.0,1.0,0.0,0.0,0.0
30,10,1,0,1,100,-0.9,0.95,1.0,-4.2,0.05,0.0,-1.0,1.0,1.0,0.0,0.0,0.0
31,11,1,0,1,18,-0.9,0.95,0.8,-4.2,0.05,0.2,-1.0,1.0,1.0,0.0,0.0,0.0
32,12,1,0,1,87,-0.9,0.95,0.976,-4.2,0.05,0.024,-1.0,1.0,1.0,0.0,0.0,0.0
33,13,1,0,1,91,-0.9,0.95,0.977,-4.2,0.05,0.023,-1.0,1.0,1.0,0.0,0.0,0.0
34,14,1,0,1,34,-0.9,0.95,0.938,-4.2,0.05,0.062,-1.0,1.0,1.0,0.0,0.0,0.0
35,15,1,0,1,46,-0.9,0.95,0.958,-4.2,0.05,0.042,-1.0,1.0,1.0,0.0,0.0,0.0
36,16,1,0,1,54,-0.9,0.95,0.966,-4.2,0.05,0.034,-1.0,1.0,1.0,0.0,0.0,0.0
37,17,1,0,1,22,-0.9,0.95,0.846,-4.2,0.05,0.154,-1.0,1.0,1.0,0.0,0.0,0.0
38,18,1,0,1,39,-0.9,0.95,0.929,-4.2,0.05,0.071,-1.0,1.0,1.0,0.0,0.0,0.0
39,19,1,0,1,45,-0.9,0.95,0.926,-4.2,0.05,0.074,-1.0,1.0,1.0,0.0,0.0,0.0
40,0,2,0,0,18,-6.3,0.3,0.364,-15.2,0.7,0.636,-12.2,1.0,1.0,0.0,0.0,0.0
41,1,2,0,0,31,-6.3,0.3,0.167,-15.2,0.7,0.833,-12.2,1.0,1.0,0.0,0.0,0.0
42,2,2,0,0,13,-6.3,0.3,0.6,-15.2,0.7,0.4,-12.2,1.0,1.0,0.0,0.0,0.0
43,3,2,0,0,23,-6.3,0.3,0.273,-15.2,0.7,0.727,-12.2,1.0,1.0,0.0,0.0,0.0
44,4,2,0,0,15,-6.3,0.3,0.6,-15.2,0.7,0.4,-12.2,1.0,1.0,0.0,0.0,0.0
45,5,2,0,0,10,-6.3,0.3,0.667,-15.2,0.7,0.333,-12.2,1.0,1.0,0.0,0.0,0.0
46,6,2,0,0,22,-6.3,0.3,0.364,-15.2,0.7,0.636,-12.2,1.0,1.0,0.0,0.0,0.0
47,7,2,0,0,29,-6.3,0.3,0.222,-15.2,0.7,0.778,-12.2,1.0,1.0,0.0,0.0,0.0
48,8,2,0,0,15,-6.3,0.3,0.5,-15.2,0.7,0.5,-12.2,1.0,1.0,0.0,0.0,0.0
49,9,2,0,0,20,-6.3,0.3,0.4,-15.2,0.7,0.6,-12.2,1.0,1.0,0.0,0.0,0.0
50,10,2,0,0,27,-6.3,0.3,0.2,-15.2,0.7,0.8,-12.2,1.0,1.0,0.0,0.0,0.0
51,11,2,0,0,22,-6.3,0.3,0.333,-15.2,0.7,0.667,-12.2,1.0,1.0,0.0,0.0,0.0
52,12,2,0,0,34,-6.3,0.3,0.143,-15.2,0.7,0.857,-12.2,1.0,1.0,0.0,0.0,0.0
53,13,2,0,0,28,-6.3,0.3,0.214,-15.2,0.7,0.786,-12.2,1.0,1.0,0.0,0.0,0.0
54,14,2,0,0,18,-6.3,0.3,0.5,-15.2,0.7,0.5,-12.2,1.0,1.0,0.0,0.0,0.0
55,15,2,0,0,18,-6.3,0.3,0.385,-15.2,0.7,0.615,-12.2,1.0,1.0,0.0,0.0,0.0
56,16,2,0,0,13,-6.3,0.3,0.6,-15.2,0.7,0.4,-12.2,1.0,1.0,0.0,0.0,0.0
57,17,2,0,0,22,-6.3,0.3,0.3,-15.2,0.7,0.7,-12.2,1.0,1.0,0.0,0.0,0.0
58,18,2,0,0,33,-6.3,0.3,0.176,-15.2,0.7,0.824,-12.2,1.0,1.0,0.0,0.0,0.0
59,19,2,0,0,32,-6.3,0.3,0.2,-15.2,0.7,0.8,-12.2,1.0,1.0,0.0,0.0,0.0
60,0,3,0,1,4,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.667,-29.2,0.8,0.333
61,1,3,0,1,8,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.0,-29.2,0.8,1.0
62,2,3,0,1,8,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.2,-29.2,0.8,0.8
63,3,3,0,1,7,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.0,-29.2,0.8,1.0
64,4,3,0,1,6,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.5,-29.2,0.8,0.5
65,5,3,0,1,4,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.5,-29.2,0.8,0.5
66,6,3,0,1,4,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.5,-29.2,0.8,0.5
67,7,3,0,1,7,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.0,-29.2,0.8,1.0
68,8,3,0,1,5,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.333,-29.2,0.8,0.667
69,9,3,0,1,6,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.333,-29.2,0.8,0.667
70,10,3,0,1,5,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.333,-29.2,0.8,0.667
71,11,3,0,1,4,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.5,-29.2,0.8,0.5
72,12,3,0,1,8,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.2,-29.2,0.8,0.8
73,13,3,0,1,7,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.0,-29.2,0.8,1.0
74,14,3,0,1,5,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.5,-29.2,0.8,0.5
75,15,3,0,1,6,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.25,-29.2,0.8,0.75
76,16,3,0,1,5,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.25,-29.2,0.8,0.75
77,17,3,0,1,7,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.0,-29.2,0.8,1.0
78,18,3,0,1,6,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.0,-29.2,0.8,1.0
79,19,3,0,1,6,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.25,-29.2,0.8,0.75
80,0,4,0,1,71,-1.7,0.9,0.875,-3.9,0.1,0.125,-1.9,1.0,1.0,0.0,0.0,0.0
81,1,4,0,1,90,-1.7,0.9,0.909,-3.9,0.1,0.091,-1.9,1.0,1.0,0.0,0.0,0.0
82,2,4,0,1,169,-1.7,0.9,0.947,-3.9,0.1,0.053,-1.9,1.0,1.0,0.0,0.0,0.0
83,3,4,0,1,191,-1.7,0.9,0.939,-3.9,0.1,0.061,-1.9,1.0,1.0,0.0,0.0,0.0
