,subject,problem,group,choice,samplesize,Lx0,Lp0,Lf0,Lx1,Lp1,Lf1,Hx0,Hp0,Hf0,Hx1,Hp1,Hf1
0,0,0,0,1,118,-0.3,0.96,0.892,-2.1,0.04,0.108,-0.3,1.0,1.0,0.0,0.0,0.0
1,1,0,0,1,200,-0.3,0.96,0.982,-2.1,0.04,0.018,-0.3,1.0,1.0,0.0,0.0,0.0
2,2,0,0,1,187,-0.3,0.96,0.951,-2.1,0.04,0.049,-0.3,1.0,1.0,0.0,0.0,0.0
3,3,0,0,1,200,-0.3,0.96,0.972,-2.1,0.04,0.028,-0.3,1.0,1.0,0.0,0.0,0.0
4,4,0,0,1,200,-0.3,0.96,0.971,-2.1,0.04,0.029,-0.3,1.0,1.0,0.0,0.0,0.0
5,5,0,0,1,169,-0.3,0.96,0.94,-2.1,0.04,0.06,-0.3,1.0,1.0,0.0,0.0,0.0
6,6,0,0,1,200,-0.3,0.96,0.97,-2.1,0.04,0.03,-0.3,1.0,1.0,0.0,0.0,0.0
7,7,0,0,1,183,-0.3,0.96,0.947,-2.1,0.04,0.053,-0.3,1.0,1.0,0.0,0.0,0.0
8,8,0,0,1,200,-0.3,0.96,0.99,-2.1,0.04,0.01,-0.3,1.0,1.0,0.0,0.0,0.0
9,9,0,0,1,200,-0.3,0.96,0.956,-2.1,0.04,0.044,-0.3,1.0,1.0,0.0,0.0,0.0
10,10,0,0,1,156,-0.3,0.96,0.93,-2.1,0.04,0.07,-0.3,1.0,1.0,0.0,0.0,0.0
11,11,0,0,1,200,-0.3,0.96,0.963,-2.1,0.04,0.037,-0.3,1.0,1.0,0.0,0.0,0.0
12,12,0,0,1,200,-0.3,0.96,0.963,-2.1,0.04,0.037,-0.3,1.0,1.0,0.0,0.0,0.0
13,13,0,0,1,178,-0.3,0.96,0.947,-2.1,0.04,0.053,-0.3,1.0,1.0,0.0,0.0,0.0
14,14,0,0,1,174,-0.3,0.96,0.944,-2.1,0.04,0.056,-0.3,1.0,1.0,0.0,0.0,0.0
15,15,0,0,1,200,-0.3,0.96,0.971,-2.1,0.04,0.029,-0.3,1.0,1.0,0.0,0.0,0.0
16,16,0,0,1,139,-0.3,0.96,0.925,-2.1,0.04,0.075,-0.3,1.0,1.0,0.0,0.0,0.0
17,17,0,0,1,200,-0.3,0.96,0.968,-2.1,0.04,0.032,-0.3,1.0,1.0,0.0,0.0,0.0
18,18,0,0,1,200,-0.3,0.96,0.962,-2.1,0.04,0.038,-0.3,1.0,1.0,0.0,0.0,0.0
19,19,0,0,1,200,-0.3,0.96,0.98,-2.1,0.04,0.02,-0.3,1.0,1.0,0.0,0.0,0.0
20,0,1,0,1,200,-0.9,0.95,0.969,-4.2,0.05,0.031,-1.0,1.0,1.0,0.0,0.0,0.0
21,1,1,0,1,200,-0.9,0.95,0.953,-4.2,0.05,0.047,-1.0,1.0,1.0,0.0,0.0,0.0
22,2,1,0,1,178,-0.9,0.95,0.928,-4.2,0.05,0.072,-1.0,1.0,1.0,0.0,0.0,0.0
23,3,1,0,1,198,-0.9,0.95,0.942,-4.2,0.05,0.058,-1.0,1.0,1.0,0.0,0.0,0.0
24,4,1,0,1,200,-0.9,0.95,0.947,-4.2,0.05,0.053,-1.0,1.0,1.0,0.0,0.0,0.0
25,5,1,0,1,73,-0.9,0.95,0.864,-4.2,0.05,0.136,-1.0,1.0,1.0,0.0,0.0,0.0
26,6,1,0,1,200,-0.9,0.95,0.969,-4.2,0.05,0.031,-1.0,1.0,1.0,0.0,0.0,0.0
27,7,1,0,1,99,-0.9,0.95,0.895,-4.2,0.05,0.105,-1.0,1.0,1.0,0.0,0.0,0.0
28,8,1,0,1,200,-0.9,0.95,0.981,-4.2,0.05,0.019,-1.0,1.0,1.0,0.0,0.0,0.0
29,9,1,0,1,93,-0.9,0.95,0.878,-4.2,0.05,0.122,-1.0,1.0,1.0,0.0,0.0,0.0
30,10,1,0,1,200,-0.9,0.95,0.961,-4.2,0.05,0.039,-1.0,1.0,1.0,0.0,0.0,0.0
31,11,1,0,1,110,-0.9,0.95,0.895,-4.2,0.05,0.105,-1.0,1.0,1.0,0.0,0.0,0.0
32,12,1,0,1,200,-0.9,0.95,0.97,-4.2,0.05,0.03,-1.0,1.0,1.0,0.0,0.0,0.0
33,13,1,0,1,94,-0.9,0.95,0.878,-4.2,0.05,0.122,-1.0,1.0,1.0,0.0,0.0,0.0
34,14,1,0,1,200,-0.9,0.95,0.956,-4.2,0.05,0.044,-1.0,1.0,1.0,0.0,0.0,0.0
35,15,1,0,1,200,-0.9,0.95,0.981,-4.2,0.05,0.019,-1.0,1.0,1.0,0.0,0.0,0.0
36,16,1,0,1,200,-0.9,0.95,0.957,-4.2,0.05,0.043,-1.0,1.0,1.0,0.0,0.0,0.0
37,17,1,0,1,178,-0.9,0.95,0.929,-4.2,0.05,0.071,-1.0,1.0,1.0,0.0,0.0,0.0
38,18,1,0,1,127,-0.9,0.95,0.915,-4.2,0.05,0.085,-1.0,1.0,1.0,0.0,0.0,0.0
39,19,1,0,0,200,-0.9,0.95,1.0,-4.2,0.05,0.0,-1.0,1.0,1.0,0.0,0.0,0.0
