,subject,problem,group,choice,samplesize,Lx0,Lp0,Lf0,Lx1,Lp1,Lf1,Hx0,Hp0,Hf0,Hx1,Hp1,Hf1
0,0,0,0,1,200,-0.3,0.96,0.969,-2.1,0.04,0.031,-0.3,1.0,1.0,0.0,0.0,0.0
1,1,0,0,1,200,-0.3,0.96,0.972,-2.1,0.04,0.028,-0.3,1.0,1.0,0.0,0.0,0.0
2,2,0,0,1,200,-0.3,0.96,0.97,-2.1,0.04,0.03,-0.3,1.0,1.0,0.0,0.0,0.0
3,3,0,0,1,200,-0.3,0.96,0.981,-2.1,0.04,0.019,-0.3,1.0,1.0,0.0,0.0,0.0
4,4,0,0,1,200,-0.3,0.96,0.972,-2.1,0.04,0.028,-0.3,1.0,1.0,0.0,0.0,0.0
5,5,0,0,1,200,-0.3,0.96,0.983,-2.1,0.04,0.017,-0.3,1.0,1.0,0.0,0.0,0.0
6,6,0,0,1,200,-0.3,0.96,0.968,-2.1,0.04,0.032,-0.3,1.0,1.0,0.0,0.0,0.0
7,7,0,0,1,160,-0.3,0.96,0.931,-2.1,0.04,0.069,-0.3,1.0,1.0,0.0,0.0,0.0
8,8,0,0,1,200,-0.3,0.96,0.981,-2.1,0.04,0.019,-0.3,1.0,1.0,0.0,0.0,0.0
9,9,0,0,1,181,-0.3,0.96,0.944,-2.1,0.04,0.056,-0.3,1.0,1.0,0.0,0.0,0.0
10,10,0,0,1,200,-0.3,0.96,0.963,-2.1,0.04,0.037,-0.3,1.0,1.0,0.0,0.0,0.0
11,11,0,0,1,194,-0.3,0.96,0.953,-2.1,0.04,0.047,-0.3,1.0,1.0,0.0,0.0,0.0
12,12,0,0,1,200,-0.3,0.96,0.961,-2.1,0.04,0.039,-0.3,1.0,1.0,0.0,0.0,0.0
13,13,0,0,1,200,-0.3,0.96,0.972,-2.1,0.04,0.028,-0.3,1.0,1.0,0.0,0.0,0.0
14,14,0,0,1,200,-0.3,0.96,0.99,-2.1,0.04,0.01,-0.3,1.0,1.0,0.0,0.0,0.0
15,15,0,0,1,200,-0.3,0.96,0.97,-2.1,0.04,0.03,-0.3,1.0,1.0,0.0,0.0,0.0
16,16,0,0,1,200,-0.3,0.96,1.0,-2.1,0.04,0.0,-0.3,1.0,1.0,0.0,0.0,0.0
17,17,0,0,1,200,-0.3,0.96,0.957,-2.1,0.04,0.043,-0.3,1.0,1.0,0.0,0.0,0.0
18,18,0,0,1,200,-0.3,0.96,0.959,-2.1,0.04,0.041,-0.3,1.0,1.0,0.0,0.0,0.0
19,19,0,0,1,140,-0.3,0.96,0.909,-2.1,0.04,0.091,-0.3,1.0,1.0,0.0,0.0,0.0
20,0,1,0,1,200,-0.9,0.95,0.95,-4.2,0.05,0.05,-1.0,1.0,1.0,0.0,0.0,0.0
21,1,1,0,1,200,-0.9,0.95,0.962,-4.2,0.05,0.038,-1.0,1.0,1.0,0.0,0.0,0.0
22,2,1,0,1,200,-0.9,0.95,0.96,-4.2,0.05,0.04,-1.0,1.0,1.0,0.0,0.0,0.0
23,3,1,0,1,175,-0.9,0.95,0.937,-4.2,0.05,0.063,-1.0,1.0,1.0,0.0,0.0,0.0
24,4,1,0,1,104,-0.9,0.95,0.9,-4.2,0.05,0.1,-1.0,1.0,1.0,0.0,0.0,0.0
