,subject,problem,group,choice,samplesize,Lx0,Lp0,Lf0,Lx1,Lp1,Lf1,Hx0,Hp0,Hf0,Hx1,Hp1,Hf1
0,0,0,0,1,200,-0.3,0.96,0.935,-2.1,0.04,0.065,-0.3,1.0,1.0,0.0,0.0,0.0
1,1,0,0,1,200,-0.3,0.96,0.978,-2.1,0.04,0.022,-0.3,1.0,1.0,0.0,0.0,0.0
2,2,0,0,1,200,-0.3,0.96,0.966,-2.1,0.04,0.034,-0.3,1.0,1.0,0.0,0.0,0.0
3,3,0,0,1,200,-0.3,0.96,0.937,-2.1,0.04,0.063,-0.3,1.0,1.0,0.0,0.0,0.0
4,4,0,0,1,200,-0.3,0.96,0.99,-2.1,0.04,0.01,-0.3,1.0,1.0,0.0,0.0,0.0
5,5,0,0,1,200,-0.3,0.96,0.921,-2.1,0.04,0.079,-0.3,1.0,1.0,0.0,0.0,0.0
6,6,0,0,1,200,-0.3,0.96,0.964,-2.1,0.04,0.036,-0.3,1.0,1.0,0.0,0.0,0.0
7,7,0,0,1,200,-0.3,0.96,0.96,-2.1,0.04,0.04,-0.3,1.0,1.0,0.0,0.0,0.0
8,8,0,0,1,200,-0.3,0.96,0.952,-2.1,0.04,0.048,-0.3,1.0,1.0,0.0,0.0,0.0
9,9,0,0,1,200,-0.3,0.96,0.942,-2.1,0.04,0.058,-0.3,1.0,1.0,0.0,0.0,0.0
10,10,0,0,1,200,-0.3,0.96,0.981,-2.1,0.04,0.019,-0.3,1.0,1.0,0.0,0.0,0.0
11,11,0,0,1,200,-0.3,0.96,0.99,-2.1,0.04,0.01,-0.3,1.0,1.0,0.0,0.0,0.0
12,12,0,0,1,200,-0.3,0.96,0.926,-2.1,0.04,0.074,-0.3,1.0,1.0,0.0,0.0,0.0
13,13,0,0,1,200,-0.3,0.96,0.951,-2.1,0.04,0.049,-0.3,1.0,1.0,0.0,0.0,0.0
14,14,0,0,1,200,-0.3,0.96,0.981,-2.1,0.04,0.019,-0.3,1.0,1.0,0.0,0.0,0.0
15,15,0,0,1,200,-0.3,0.96,0.971,-2.1,0.04,0.029,-0.3,1.0,1.0,0.0,0.0,0.0
16,16,0,0,1,200,-0.3,0.96,0.946,-2.1,0.04,0.054,-0.3,1.0,1.0,0.0,0.0,0.0
17,17,0,0,1,200,-0.3,0.96,0.954,-2.1,0.04,0.046,-0.3,1.0,1.0,0.0,0.0,0.0
18,18,0,0,1,200,-0.3,0.96,0.981,-2.1,0.04,0.019,-0.3,1.0,1.0,0.0,0.0,0.0
19,19,0,0,1,200,-0.3,0.96,0.989,-2.1,0.04,0.011,-0.3,1.0,1.0,0.0,0.0,0.0
20,0,1,0,0,200,-0.9,0.95,0.9,-4.2,0.05,0.1,-1.0,1.0,1.0,0.0,0.0,0.0
21,1,1,0,0,200,-0.9,0.95,0.991,-4.2,0.05,0.009,-1.0,1.0,1.0,0.0,0.0,0.0
22,2,1,0,0,200,-0.9,0.95,0.96,-4.2,0.05,0.04,-1.0,1.0,1.0,0.0,0.0,0.0
23,3,1,0,0,200,-0.9,0.95,0.889,-4.2,0.05,0.111,-1.0,1.0,1.0,0.0,0.0,0.0
24,4,1,0,0,200,-0.9,0.95,0.961,-4.2,0.05,0.039,-1.0,1.0,1.0,0.0,0.0,0.0
25,5,1,0,0,200,-0.9,0.95,0.979,-4.2,0.05,0.021,-1.0,1.0,1.0,0.0,0.0,0.0
26,6,1,0,0,200,-0.9,0.95,0.959,-4.2,0.05,0.041,-1.0,1.0,1.0,0.0,0.0,0.0
27,7,1,0,0,200,-0.9,0.95,0.935,-4.2,0.05,0.065,-1.0,1.0,1.0,0.0,0.0,0.0
28,8,1,0,0,200,-0.9,0.95,0.935,-4.2,0.05,0.065,-1.0,1.0,1.0,0.0,0.0,0.0
29,9,1,0,0,200,-0.9,0.95,0.958,-4.2,0.05,0.042,-1.0,1.0,1.0,0.0,0.0,0.0
