,subject,problem,group,choice,samplesize,Lx0,Lp0,Lf0,Lx1,Lp1,Lf1,Hx0,Hp0,Hf0,Hx1,Hp1,Hf1
0,0,0,0,1,90,-0.3,0.96,0.917,-2.1,0.04,0.083,-0.3,1.0,1.0,0.0,0.0,0.0
1,1,0,0,1,98,-0.3,0.96,0.936,-2.1,0.04,0.064,-0.3,1.0,1.0,0.0,0.0,0.0
2,2,0,0,1,127,-0.3,0.96,0.944,-2.1,0.04,0.056,-0.3,1.0,1.0,0.0,0.0,0.0
3,3,0,0,1,132,-0.3,0.96,0.964,-2.1,0.04,0.036,-0.3,1.0,1.0,0.0,0.0,0.0
4,4,0,0,1,90,-0.3,0.96,0.923,-2.1,0.04,0.077,-0.3,1.0,1.0,0.0,0.0,0.0
5,5,0,0,1,91,-0.3,0.96,0.927,-2.1,0.04,0.073,-0.3,1.0,1.0,0.0,0.0,0.0
6,6,0,0,1,106,-0.3,0.96,0.945,-2.1,0.04,0.055,-0.3,1.0,1.0,0.0,0.0,0.0
7,7,0,0,1,129,-0.3,0.96,0.953,-2.1,0.04,0.047,-0.3,1.0,1.0,0.0,0.0,0.0
8,8,0,0,1,121,-0.3,0.96,0.956,-2.1,0.04,0.044,-0.3,1.0,1.0,0.0,0.0,0.0
9,9,0,0,1,143,-0.3,0.96,0.97,-2.1,0.04,0.03,-0.3,1.0,1.0,0.0,0.0,0.0
10,10,0,0,1,140,-0.3,0.96,0.969,-2.1,0.04,0.031,-0.3,1.0,1.0,0.0,0.0,0.0
11,11,0,0,1,136,-0.3,0.96,0.967,-2.1,0.04,0.033,-0.3,1.0,1.0,0.0,0.0,0.0
12,12,0,0,1,200,-0.3,0.96,0.99,-2.1,0.04,0.01,-0.3,1.0,1.0,0.0,0.0,0.0
13,13,0,0,1,150,-0.3,0.96,0.961,-2.1,0.04,0.039,-0.3,1.0,1.0,0.0,0.0,0.0
14,14,0,0,1,168,-0.3,0.96,0.978,-2.1,0.04,0.022,-0.3,1.0,1.0,0.0,0.0,0.0
15,15,0,0,1,70,-0.3,0.96,0.895,-2.1,0.04,0.105,-0.3,1.0,1.0,0.0,0.0,0.0
16,16,0,0,1,138,-0.3,0.96,0.968,-2.1,0.04,0.032,-0.3,1.0,1.0,0.0,0.0,0.0
17,17,0,0,1,156,-0.3,0.96,0.975,-2.1,0.04,0.025,-0.3,1.0,1.0,0.0,0.0,0.0
18,18,0,0,1,134,-0.3,0.96,0.957,-2.1,0.04,0.043,-0.3,1.0,1.0,0.0,0.0,0.0
19,19,0,0,1,191,-0.3,0.96,0.979,-2.1,0.04,0.021,-0.3,1.0,1.0,0.0,0.0,0.0
20,0,1,0,1,78,-0.9,0.95,0.905,-4.2,0.05,0.095,-1.0,1.0,1.0,0.0,0.0,0.0
21,1,1,0,1,178,-0.9,0.95,0.954,-4.2,0.05,0.046,-1.0,1.0,1.0,0.0,0.0,0.0
22,2,1,0,1,200,-0.9,0.95,0.989,-4.2,0.05,0.011,-1.0,1.0,1.0,0.0,0.0,0.0
23,3,1,0,1,200,-0.9,0.95,0.989,-4.2,0.05,0.011,-1.0,1.0,1.0,0.0,0.0,0.0
24,4,1,0,1,37,-0.9,0.95,0.833,-4.2,0.05,0.167,-1.0,1.0,1.0,0.0,0.0,0.0
25,5,1,0,1,128,-0.9,0.95,0.932,-4.2,0.05,0.068,-1.0,1.0,1.0,0.0,0.0,0.0
26,6,1,0,1,115,-0.9,0.95,0.935,-4.2,0.05,0.065,-1.0,1.0,1.0,0.0,0.0,0.0
27,7,1,0,1,126,-0.9,0.95,0.945,-4.2,0.05,0.055,-1.0,1.0,1.0,0.0,0.0,0.0
28,8,1,0,1,147,-0.9,0.95,0.944,-4.2,0.05,0.056,-1.0,1.0,1.0,0.0,0.0,0.0
29,9,1,0,1,27,-0.9,0.95,0.769,-4.2,0.05,0.231,-1.0,1.0,1.0,0.0,0.0,0.0
30,10,1,0,1,185,-0.9,0.95,0.956,-4.2,0.05,0.044,-1.0,1.0,1.0,0.0,0.0,0.0
31,11,1,0,1,200,-0.9,0.95,0.981,-4.2,0.05,0.019,-1.0,1.0,1.0,0.0,0.0,0.0
32,12,1,0,1,200,-0.9,0.95,0.964,-4.2,0.05,0.036,-1.0,1.0,1.0,0.0,0.0,0.0
33,13,1,0,1,168,-0.9,0.95,0.954,-4.2,0.05,0.046,-1.0,1.0,1.0,0.0,0.0,0.0
34,14,1,0,1,147,-0.9,0.95,0.945,-4.2,0.05,0.055,-1.0,1.0,1.0,0.0,0.0,0.0
35,15,1,0,1,55,-0.9,0.95,0.886,-4.2,0.05,0.114,-1.0,1.0,1.0,0.0,0.0,0.0
36,16,1,0,1,88,-0.9,0.95,0.923,-4.2,0.05,0.077,-1.0,1.0,1.0,0.0,0.0,0.0
37,17,1,0,1,20,-0.9,0.95,0.727,-4.2,0.05,0.273,-1.0,1.0,1.0,0.0,0.0,0.0
38,18,1,0,1,90,-0.9,0.95,0.912,-4.2,0.05,0.088,-1.0,1.0,1.0,0.0,0.0,0.0
39,19,1,0,1,200,-0.9,0.95,0.981,-4.2,0.05,0.019,-1.0,1.0,1.0,0.0,0.0,0.0
40,0,2,0,1,14,-6.3,0.3,0.2,-15.2,0.7,0.8,-12.2,1.0,1.0,0.0,0.0,0.0
41,1,2,0,0,4,-6.3,0.3,1.0,-15.2,0.7,0.0,-12.2,1.0,1.0,0.0,0.0,0.0
42,2,2,0,1,17,-6.3,0.3,0.25,-15.2,0.7,0.75,-12.2,1.0,1.0,0.0,0.0,0.0
43,3,2,0,1,4,-6.3,0.3,0.0,-15.2,0.7,1.0,-12.2,1.0,1.0,0.0,0.0,0.0
44,4,2,0,1,6,-6.3,0.3,0.0,-15.2,0.7,1.0,-12.2,1.0,1.0,0.0,0.0,0.0
45,5,2,0,1,5,-6.3,0.3,0.0,-15.2,0.7,1.0,-12.2,1.0,1.0,0.0,0.0,0.0
46,6,2,0,0,25,-6.3,0.3,0.462,-15.2,0.7,0.538,-12.2,1.0,1.0,0.0,0.0,0.0
47,7,2,0,1,11,-6.3,0.3,0.167,-15.2,0.7,0.833,-12.2,1.0,1.0,0.0,0.0,0.0
48,8,2,0,1,7,-6.3,0.3,0.0,-15.2,0.7,1.0,-12.2,1.0,1.0,0.0,0.0,0.0
49,9,2,0,1,5,-6.3,0.3,0.0,-15.2,0.7,1.0,-12.2,1.0,1.0,0.0,0.0,0.0
50,10,2,0,1,4,-6.3,0.3,0.0,-15.2,0.7,1.0,-12.2,1.0,1.0,0.0,0.0,0.0
51,11,2,0,1,33,-6.3,0.3,0.308,-15.2,0.7,0.692,-12.2,1.0,1.0,0.0,0.0,0.0
52,12,2,0,1,6,-6.3,0.3,0.0,-15.2,0.7,1.0,-12.2,1.0,1.0,0.0,0.0,0.0
53,13,2,0,1,13,-6.3,0.3,0.167,-15.2,0.7,0.833,-12.2,1.0,1.0,0.0,0.0,0.0
54,14,2,0,1,11,-6.3,0.3,0.167,-15.2,0.7,0.833,-12.2,1.0,1.0,0.0,0.0,0.0
55,15,2,0,1,8,-6.3,0.3,0.0,-15.2,0.7,1.0,-12.2,1.0,1.0,0.0,0.0,0.0
56,16,2,0,1,19,-6.3,0.3,0.25,-15.2,0.7,0.75,-12.2,1.0,1.0,0.0,0.0,0.0
57,17,2,0,1,5,-6.3,0.3,0.0,-15.2,0.7,1.0,-12.2,1.0,1.0,0.0,0.0,0.0
58,18,2,0,0,24,-6.3,0.3,0.462,-15.2,0.7,0.538,-12.2,1.0,1.0,0.0,0.0,0.0
59,19,2,0,1,14,-6.3,0.3,0.222,-15.2,0.7,0.778,-12.2,1.0,1.0,0.0,0.0,0.0
60,0,3,0,1,4,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.5,-29.2,0.8,0.5
61,1,3,0,0,6,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.0,-29.2,0.8,1.0
62,2,3,0,1,2,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,1.0,-29.2,0.8,0.0
63,3,3,0,1,3,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.5,-29.2,0.8,0.5
64,4,3,0,0,7,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.0,-29.2,0.8,1.0
65,5,3,0,0,7,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.0,-29.2,0.8,1.0
66,6,3,0,0,6,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.0,-29.2,0.8,1.0
67,7,3,0,0,4,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.0,-29.2,0.8,1.0
68,8,3,0,1,21,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.25,-29.2,0.8,0.75
69,9,3,0,0,4,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.0,-29.2,0.8,1.0
70,10,3,0,0,4,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.0,-29.2,0.8,1.0
71,11,3,0,0,5,-25.6,1.0,1.0,0.0,0.0,0.0,-10.0,0.2,0.0,-29.2,0.8,1.0
